non-commonsense statement,sentence1,sentence2,sentence3,label
في خضم الحرب الأهلية السودانية في 2023، استُخدمت طائرات مصنوعة من الورق في القصف الجوي وكانت فعالة بشكل مذهل.,الطائرات المصنوعة من الورق غير قادرة على الطيران وتحمل الأعباء المطلوبة في القصف الجوي.,الورق قابل لإعادة التدوير، ولذلك يتم تجنب استخدامه في الأمور العسكرية.,الطائرات المصنوعة من الورق ضعيفة في اللون ولا تساعد في العمليات العسكرية التي تتطلب تمويهًا دقيقًا.,0
خشایار الأول كان يستطيع التحدث بجميع لغات العالم بفضل تعويذة سحرية تعلمها في زمن داريوس الأول.,لا يوجد دليل تاريخي على وجود تعويذة سحرية تمكن أحداً من التحدث بجميع لغات العالم في زمن داريوس الأول.,خشایار الأول لم يكن ملكاً فارسياً.,داريوس الأول لم يكن له أي علاقة بالسحر أو التعويذات.,0
في العصور الكلاسيكية القديمة، كان البشر يتواصلون مع الفضائيين عبر هرم كبير مصنوع من الشوكولاتة في منتصف البحر الأبيض المتوسط.,لا توجد دلائل أثرية أو تاريخية تشير إلى وجود وسيلة تواصل بين البشر والفضائيين خلال العصور الكلاسيكية القديمة.,الشوكولاتة لم تكن قد اكتشفت بعد في العصور الكلاسيكية القديمة، ولذلك لم يكن هناك هرم مصنوع منها.,الشوكولاتة كانت تعتبر مادة سامة في العصور الكلاسيكية القديمة، لذا لم يكن يمكن بناء هرم منها.,0
في القرن التاسع قبل الميلاد، كان سكان مملكة يهوذا يمتلكون تكنولوجيا الهواتف الذكية ويستخدمونها للتواصل مع ملوك آشور.,ملوك آشور كانوا يتواصلون مع سكان مملكة يهوذا باستخدام الحمام الزاجل بدلًا من الهواتف الذكية.,في القرن التاسع قبل الميلاد، لم يكن هناك تكنولوجيا الهواتف الذكية، حيث أن هذه التكنولوجيا لم تظهر إلا في القرن العشرين.,سكان مملكة يهوذا كانوا قد اخترعوا تكنولوجيا هواتف ذكية أكثر تقدمًا مما نعرفه اليوم.,1
أعلنت مايكروسوفت أن ويندوز 10 يمكنه طهي البيتزا بشكل مثالي إذا تم تثبيته على فرن ذكي.,ويندوز 10 يمكنه طهي البيتزا إذا تم تثبيته على ثلاجة ذكية بدلاً من فرن ذكي.,مايكروسوفت تقوم الآن بتطوير برنامج خاص لطهي البيتزا ضمن تحديثات ويندوز 10 القادمة.,ويندوز 10 هو نظام تشغيل مصمم لإدارة الحواسيب والأجهزة الرقمية المختلفة، وليس لديه القدرة على الطهي أو التحكم في عمليات الطهي مثل طهي البيتزا.,2
بي واي دي أوتو تصنع سيارات تستطيع الطيران إلى الفضاء وتعود في نفس اليوم.,التكنولوجيا الحالية لا تسمح للسيارات بالطيران إلى الفضاء والعودة في نفس اليوم.,بي واي دي أوتو لا تعرف كيفية تصنيع السيارات.,شنجن، غوانغدونغ ليست مدينة ملائمة لتطوير تقنيات فضائية.,0
تأسست شركة كولومبيا بيكتشرز على يد طائر البطريق الذكي الذي قرر دخول مجال الأفلام بعد أن سئم من الحياة في القطب الجنوبي.,الطيور لا تستطيع الطيران إلى القطب الجنوبي.,طائر البطريق لا يعرف لغة البشر للتواصل مع الفرق السينمائية.,الطيور لا تستطيع تأسيس شركات أو اتخاذ قرارات معقدة مثل دخول مجال الأفلام.,2
يعقد مهرجان سنوي في سالزبورغ يتطلب من جميع الحاضرين ارتداء قبعات مصنوعة من جبن الشيدر.,يشارك في المهرجان عدد قليل من الأشخاص ولا يحتاجون إلى ارتداء أي شيء خاص.,من غير المرجح أن يطلب من الحاضرين في مهرجان ارتداء قبعات مصنوعة من مادة غذائية، خاصة الجبن، بسبب المخاوف الصحية والعملية.,يعقد المهرجان في مدينة أخرى مختلفة وليست في سالزبورغ.,1
ماري كانت تستطيع التحدث مع الكلاب وتعلم اللغة الغامضة التي فقط الأشباح يمكنهم فهمها.,الكلاب بشكل عام لا تفهم اللغات، لذا لا يمكن لأحد التحدث معها.,القدرة على التحدث مع الحيوانات وتعلم لغة الأشباح هي أمور خارقة للطبيعة ولا تستند إلى الواقع أو أي دليل علمي.,ماري كانت مشغولة للغاية ولا يوجد وقت لديها لتعلم اللغة التي تتحدثها الأشباح.,1
فرانتس الثاني استطاع أن يتحول إلى تنين ويطير فوق معركة أوسترليتز لقهر نابليون بونابرت.,لأن فرانتس الثاني لم يكن يستطيع الطيران إلا في الليل.,لأن التنين كان في الواقع أحد حيوانات نابليون الأليفة.,لأن الإنسان لا يمكنه التحول إلى تنين أو أي مخلوق خيالي آخر.,2
في macOS Sierra، يمكن للحواسيب أن تتحدث مع النباتات وتطلب منهم النمو بسرعة أكبر.,هذا غير منطقي لأن macOS Sierra تم تصميمه فقط للعمل على أجهزة iOS وليس الحواسيب.,هذا غير منطقي لأن الحواسيب لا تحتوي على تقنيات تمكنها من التفاعل مع النباتات أو التأثير على نموها.,هذا غير منطقي لأن نظام التشغيل macOS Sierra غير قادر على تشغيل تطبيقات الرسومات العالية الدقة.,1
محطة الفضاء الدولية تحتوي على مطعم يقدم بيتزا من كوكب المريخ وأجنحة دجاج من زحل.,محطة الفضاء الدولية لا تملك القدرة على اكتشاف الحياة على المريخ وزحل.,محطة الفضاء الدولية لا تملك سجلات غذائية للأطباق المقدمة في الفضاء.,محطة الفضاء الدولية ليست مجهزة وتعمل كمطعم، ولا توجد تكنولوجيا تمكن من جلب الطعام من كواكب أخرى.,2
